Item.Number,tol_profit,botl_profit,State.Bottle.Cost
15642,0.0014929200000000002,3.960000000000001,7.92
67158,0.0014899499999999999,27.089999999999996,54.18
58202,0.0014896351999999999,1.3396,2.6781333333333333
72652,0.00148875,3.75,7.5
958875,0.0014882400000000005,19.080000000000005,38.16
39951,0.0014876043956043958,1.0686813186813189,2.1273626373626375
88470,0.0014875,8.75,17.5
905215,0.0014868000000000001,42.480000000000004,84.96
904609,0.0014843399999999998,22.489999999999995,44.97
902401,0.0014842800000000001,35.34,70.67
80128,0.0014835599999999999,2.34,4.67
951421,0.001482,19,38
44420,0.001474,5.5,11
80144,0.0014715200000000005,2.7200000000000006,5.43
27098,0.0014711400000000003,7.4300000000000015,14.85
4436,0.0014700000000000004,15.000000000000004,29.99
26910,0.00147,8.75,17.5
986980,0.00147,5,10
17954,0.001468,2,4
926231,0.00146556,10.620000000000001,21.23
65453,0.0014641199999999997,9.959999999999997,19.92
103123,0.0014625,7.5,15
500,0.0014616000000000004,6.090000000000002,12.17
86438,0.001458,4.5,9
977256,0.001457206666666667,3.9172222222222226,7.8261111111111115
943451,0.0014541300000000003,3.210000000000001,6.42
964305,0.0014503200000000002,8.632857142857144,17.262857142857143
88980,0.00145,12.5,25
64342,0.0014495,6.5,13
902813,0.0014481599999999998,30.169999999999995,60.33625
15617,0.0014470499999999999,8.77,17.54
933715,0.0014467885714285716,30.141428571428577,60.28285714285714
85986,0.0014438399999999998,1.88,3.75
968171,0.0014420072727272725,9.243636363636362,18.487272727272728
37391,0.0014401799999999997,11.339999999999996,22.67
27505,0.00144,30,60
980384,0.00144,5,10
43683,0.0014384000000000003,9.920000000000002,19.84
37305,0.0014362000000000003,2.1500000000000004,4.3
86487,0.0014359400000000006,1.0700000000000003,2.13
997101,0.0014355599999999998,17.089999999999996,34.17
903867,0.0014342400000000007,26.56000000000001,53.12
914000,0.0014332352941176466,13.02941176470588,26.058823529411764
46608,0.0014325,7.5,15
943624,0.0014288399999999994,11.339999999999996,22.67
976665,0.001428,3.5,7
920372,0.0014250000000000005,12.500000000000004,24.99
27636,0.0014196000000000005,4.550000000000001,9.09
922209,0.0014193,7.470000000000001,14.94
63746,0.0014175,2.5,5
71412,0.00141687,5.1899999999999995,10.38
965220,0.0014153789473684212,1.6457894736842107,3.2857894736842104
39524,0.00141423,7.99,15.97
26164,0.0014125,2.5,5
87032,0.00141246,22.42,44.84
988662,0.0014116800000000002,6.920000000000002,13.84
964529,0.00141034,9.34,18.67
36494,0.0014093400000000002,4.98,9.95
75163,0.00140778,5.9399999999999995,11.88
933935,0.0014061599999999998,4.34,8.67
946008,0.001404,2,4
988633,0.0014031900000000001,12.9925,25.984166666666667
973452,0.0014027294117647058,3.2470588235294118,6.491176470588235
966067,0.001402245,8.655833333333334,17.307083333333335
904866,0.0014001,46.67,93.33
100161,0.0013991300000000002,7.73,15.46
989666,0.0013954799999999997,4.01,8.02
988315,0.0013953600000000002,25.840000000000003,51.67
994235,0.00139072,13.120000000000001,26.24
41550,0.001388,2,4
999912,0.001386,38.5,77
86764,0.001386,5.25,10.5
44448,0.0013851,3.42,6.83
37043,0.0013847400000000002,2.9400000000000004,5.88
66228,0.00138358,6.619999999999999,13.24
19485,0.00137903,5.77,11.54
15616,0.0013782999999999996,12.529999999999998,25.05
995003,0.001377,8.5,17
46104,0.001377,4.25,8.5
67319,0.001369,9.25,18.5
902896,0.00136836,12.670000000000002,25.33
39317,0.0013664699999999998,5.67,11.33
77309,0.001365,6.5,13
917192,0.0013633199999999997,32.459999999999994,64.92
39533,0.0013607999999999997,4.199999999999999,8.4
87860,0.00136,10,20
997094,0.0013594114285714286,10.298571428571428,20.595714285714287
73751,0.001358070794701987,2.8833774834437094,5.766754966887417
903592,0.001356,12,24
89448,0.001356,6,12
995760,0.00135,30,60
915918,0.00135,25,50
4585,0.00135,12.5,25
101214,0.00135,7.5,15
986751,0.00135,6.25,12.5
101491,0.0013449600000000003,2.880000000000001,5.75
917334,0.0013442400000000002,18.67,37.33
35505,0.0013432,3.6799999999999997,7.35
87146,0.0013418899999999997,11.089999999999996,22.17
921222,0.0013409280000000003,6.984000000000002,13.968
32827,0.0013384800000000002,3.380000000000001,6.75
994853,0.0013365,20.25,40.5
65121,0.0013324500000000004,9.450000000000003,18.9
995233,0.00133104,55.459999999999994,110.92
26142,0.0013303800000000001,11.670000000000002,23.33
100144,0.00133,10,20
75856,0.00132825,2.75,5.5
72971,0.0013243999999999999,7.699999999999999,15.39
954907,0.0013229999999999997,3.1499999999999995,6.3
33697,0.0013224800000000004,2.710000000000001,5.42
965986,0.00132,10,20
927250,0.00132,10,20
26770,0.00132,3,6
725,0.0013125,26.25,52.5
904574,0.001311,4.75,9.49
86463,0.001310743098591549,3.671549295774647,7.333098591549295
6026,0.0013106099999999996,16.589999999999996,33.17
63767,0.0013092195652173917,4.236956521739131,8.47391304347826
68526,0.00130782,4.26,8.52
314,0.0013070000000000004,13.070000000000004,26.13
63765,0.0013062421052631582,4.213684210526317,8.42736842105263
927251,0.001305,7.5,15
942532,0.0013007999999999995,10.839999999999996,21.67
78033,0.00129234,2.38,4.75
66243,0.0012921452631578945,6.212236842105263,12.424342105263158
946689,0.0012903500000000002,9.850000000000001,19.7
41653,0.00129025,3.25,6.5
58203,0.0012876545454545453,4.99090909090909,9.981818181818182
39690,0.0012875796875000001,5.4790624999999995,10.958125
949984,0.001287,9.75,19.5
904888,0.0012864,6.700000000000001,13.4
76680,0.0012845,3.5,7
75898,0.0012818000000000003,5.800000000000001,11.59
80034,0.0012815,5.5,11
29115,0.00127875,13.75,27.5
995243,0.001278,35.5,71
101162,0.0012762000000000003,7.090000000000002,14.17
922756,0.0012754799999999998,11.809999999999999,23.62
21075,0.001275,25,50
921443,0.001275,12.5,25
21443,0.001275,12.5,25
928666,0.001275,8.5,17
986851,0.001275,6.25,12.5
68956,0.001274665945945946,4.756216216216217,9.506756756756756
902192,0.001274583333333333,11.180555555555554,22.36111111111111
926913,0.0012743999999999995,5.899999999999999,11.8
