Item.Number,Category,Vendor,Pack,Bottle.Volume..ml.,State.Bottle.Retail,County,Store,City,Bottles.Sold,Popularity,Covid_index,PopularityC
28081,1011100,2,8,800,17.85,63,284,117,6892,FALSE,-0.3176784380667876,0
28086,1042100,1,12,750,16.648709848217436,104,502,175,36684,TRUE,0.873562359970127,1
28087,1042100,1,12,1000,21.74,82,204,130,26250,TRUE,-0.7284860770297663,0
28088,1042100,1,6,1750,33.74,57,166,83,12904,FALSE,0.17492798463672252,1
28131,1011100,1,6,750,24,37,110,54,6277,FALSE,-0.09717273018243894,0
28132,1011100,1,6,750,24,47,120,65,4496,FALSE,0.09396137842739784,1
28134,1011700,1,12,750,28.88,52,140,77,2430,FALSE,0.2630427824602582,1
28147,1011200,1,6,750,24,38,68,50,503,FALSE,NA,0
28195,1701100,1,6,750,16.49,22,48,28,273,FALSE,NA,0
28206,1042100,1,12,750,16.235005170630817,72,290,108,13351,FALSE,0.21337351968419932,1
28210,1042100,1,12,750,20.25,65,221,87,5708,FALSE,0.12973967779793022,1
28222,1011100,1,12,750,10.73,41,51,43,929,FALSE,-0.3205323802411181,0
28233,1042100,1,12,1000,24.75,85,289,140,58307,TRUE,0.32624559906113304,1
28236,1042100,1,12,750,20.25,111,853,209,71786,TRUE,0.5148725061346422,1
28238,1042100,1,6,1750,39.75,71,272,97,24255,FALSE,0.6683985916995625,1
28246,1042100,1,12,750,17.55,64,225,90,12048,FALSE,-0.1858689853835485,0
28253,1042100,1,8,50,22.5,52,178,76,620,FALSE,NA,0
28275,1011200,1,12,50,8.326824457593688,111,767,232,26430,TRUE,-0.36782780326469644,0
28276,1011200,1,48,100,1.8903901437371662,61,181,86,33435,TRUE,-4.40223514349728,0
28278,1011200,1,24,375,8.263251267197683,81,308,143,11444,FALSE,0.22706177317827803,1
28279,1011200,1,12,750,15.81122199592668,117,1387,347,125264,TRUE,-3.152992638429531,0
28302,1701100,1,6,750,28.74,34,80,49,1011,FALSE,0.45987944094740213,1
28350,1042100,1,12,750,17.153709677419357,61,186,85,12215,FALSE,-0.15490771364557776,0
28353,1042100,1,6,1750,33,11,17,15,274,FALSE,NA,0
28370,1042100,1,6,750,18.74,26,73,37,798,FALSE,0.15589459084604715,1
28436,1042100,1,6,750,30.26,9,17,13,102,FALSE,NA,0
28465,1042100,1,6,750,31.26,44,143,69,3880,FALSE,0.051386962552011084,1
28466,1042100,1,6,750,27,7,10,9,57,FALSE,NA,0
28624,1042100,1,12,375,15,23,55,33,613,FALSE,NA,0
28625,1042100,1,6,750,27.61432078800353,99,483,153,45526,TRUE,0.7084124613250826,1
28627,1042100,1,6,1000,32.24115341123257,60,150,85,28028,TRUE,-0.4021871332550944,0
28628,1042100,1,6,1750,53.54804560260586,28,60,42,3181,FALSE,0.0729702336498453,1
28650,1042100,1,6,750,13.5,6,8,8,37,FALSE,NA,0
28704,1042100,1,4,750,29.99,46,131,68,2781,FALSE,-0.08900032006828124,0
28718,1042100,1,6,1750,17.18776798825257,29,64,40,5390,FALSE,0.046335218179878374,1
28754,1042100,2,6,750,25.01,24,82,37,967,FALSE,0.10068814680465166,1
28770,1042100,2,6,750,23.01,26,73,39,1266,FALSE,0.027429851701696366,1
28778,1042100,1,6,750,22.725,37,129,59,4832,FALSE,0.4704470286994558,1
28795,1042100,2,6,750,26.24,40,118,53,6083,FALSE,-0.19350794836231727,0
28812,1042100,1,6,750,27.68,12,24,17,186,FALSE,NA,0
28858,1042100,1,12,750,20.25,67,242,106,4769,FALSE,1.4868611970553718,1
28865,1042100,1,24,375,10.49,115,888,311,22799,FALSE,0.7515256588072121,1
28866,1042100,1,12,750,19.954093812504034,122,1163,280,148219,TRUE,-0.48048116931612084,0
28867,1042100,1,12,1000,23.25,106,435,215,137792,TRUE,1.8966659554038194,1
28868,1042100,1,6,1750,37.49,94,439,144,68838,TRUE,1.2476688360183505,1
28877,1701100,1,6,1000,22.5,25,50,35,385,FALSE,NA,0
28886,1042100,1,12,750,26.614596547571256,77,287,109,10724,FALSE,0.1855755894590846,1
28890,1042100,1,12,750,19.36268907563025,89,311,135,18221,FALSE,0.028214018990718015,1
28893,1042100,1,6,750,20.25,62,188,89,2830,FALSE,1.0746505921263203,1
28905,1042100,1,6,750,30.428542413381123,46,132,65,8196,FALSE,-0.09937053238024113,0
29100,1041100,1,1,50,117,12,19,16,25,FALSE,NA,0
29115,1041100,1,3,1750,41.25,9,17,14,93,FALSE,NA,0
29118,1041100,1,6,1000,26.31050314465409,32,83,42,4002,FALSE,0.4833617838472207,1
29119,1041100,2,6,750,20.93010038610039,82,340,123,22069,FALSE,-0.7437746719300117,0
29287,1041100,2,12,1000,5.88,61,164,88,69600,TRUE,2.4312493331910807,1
29288,1041100,2,6,1750,10.38,47,100,61,15138,FALSE,-0.5343966712898751,0
29398,1041100,1,6,750,21.74,25,55,34,757,FALSE,-0.22791528859490023,0
29410,1041100,1,6,750,20.51,8,11,9,54,FALSE,NA,0
29420,1041100,3,1,3000,45,23,48,30,74,FALSE,NA,0
29421,1041100,3,12,750,4.961895332390382,37,99,52,7882,FALSE,-0.9396244532166862,0
29422,1041100,3,12,1000,5.924176334106728,35,62,44,14320,FALSE,-0.9705963938973649,0
29423,1041100,3,6,1750,10.314422535211268,29,57,40,2199,FALSE,-0.10995945801771045,0
29515,1041100,1,6,750,30,36,106,56,1115,FALSE,0.0405899925317401,1
29566,1041100,1,12,750,8.130256849315069,72,189,97,6353,FALSE,-0.26645150965539316,0
29568,1041100,1,6,1750,15.595282271376691,68,187,90,16722,FALSE,-0.05848714392403713,0
29708,1041100,1,12,375,2.79,37,50,42,4091,FALSE,-0.4947668836018351,0
29710,1041100,2,12,750,4.82,32,57,38,9452,FALSE,-0.32489064333724527,0
29712,1041100,2,6,1750,10.38,37,57,45,8431,FALSE,0.0021551264269710872,1
29728,1041100,1,6,1750,10.23685979142526,33,52,36,4715,FALSE,-0.015507308225754825,0
29772,1041100,1,12,750,37.5,6,9,9,46,FALSE,NA,0
29812,1041100,1,6,750,18.45,26,80,41,3276,FALSE,0.2741438173477009,1
29820,1041100,1,12,1000,9.39,3,5,4,48,FALSE,NA,0
29900,1041100,1,6,750,22.5,14,25,18,160,FALSE,NA,0
29993,1041100,1,48,200,1.8,39,195,57,34666,TRUE,-0.2615384615384616,0
29994,1041100,1,24,375,2.99,70,304,105,46145,TRUE,-0.7549237170596393,0
29996,1041100,1,12,750,5.19,90,350,143,16852,FALSE,-0.1276005547850208,0
29997,1041100,1,12,1000,6.5,77,227,133,18788,FALSE,0.2159607382908354,1
29998,1041100,1,6,1750,11,93,324,147,17456,FALSE,0.022164728475408096,1
30016,1041100,1,12,375,9.99,30,65,43,2175,FALSE,-0.054246239197695514,0
30036,1041100,1,12,750,5.19,42,114,54,11098,FALSE,-0.023071588605569196,0
30056,1041100,2,12,750,4.641124219292158,73,196,100,23847,FALSE,-0.10876453643443935,0
30057,1041100,2,12,1000,5.507014925373134,50,108,71,14552,FALSE,0.43396457911021014,1
30058,1041100,2,6,1750,10.736117747440273,68,220,92,22769,FALSE,-0.0328069988264163,0
30236,1041100,1,12,750,7.365960490463215,87,261,136,18874,FALSE,-0.22353568761335751,0
30238,1041100,1,6,1750,15.74,90,270,123,32145,TRUE,-0.15323802411181053,0
30247,1041100,1,12,1000,10.22,46,74,57,2776,FALSE,-0.08108396457911021,0
30305,1041100,1,12,1000,5.25,11,19,13,2483,FALSE,0.8045289661794516,1
30316,1041100,1,12,750,7.5,79,295,111,28440,TRUE,-0.1831003947508802,0
30317,1041100,1,12,1000,10.5,43,83,53,13523,FALSE,-0.3162007895017604,0
30318,1041100,1,6,1750,16.5,79,256,103,31783,TRUE,-0.11005547850208044,0
30322,1041100,1,6,750,28.059418604651164,31,90,48,874,FALSE,0.36855329136882536,1
30337,1041100,1,6,750,26.25,20,51,27,401,FALSE,NA,0
30506,1041100,1,6,750,29.93,10,17,13,65,FALSE,NA,0
30526,1041100,1,12,750,5.16,65,137,87,3665,FALSE,-0.1033447135388883,0
30527,1041100,1,12,1000,6.35,61,141,91,13556,FALSE,0.26815320601728365,1
30528,1041100,1,6,1750,10.76,86,285,125,28420,TRUE,-0.8908140403286033,0
30543,1041300,1,12,750,20.654642857142857,12,19,14,461,FALSE,NA,0
30544,1042100,1,12,750,21.535316455696204,13,23,18,268,FALSE,NA,0
30546,1041100,1,12,750,20.594521739130435,15,32,24,474,FALSE,NA,0
30668,1041100,1,6,750,19.98,23,71,32,2262,FALSE,-0.12126853728795475,0
31167,1041100,1,12,1000,6.290868167202572,31,69,37,6228,FALSE,-0.22944628187346633,0
31208,1041100,1,6,1750,11.068398058252427,48,122,68,6030,FALSE,0.08172410114157687,1
31277,1041200,1,12,1000,25.5,6,7,6,107,FALSE,NA,0
31296,1041100,1,12,750,6.75,27,85,38,12200,FALSE,-1.8568494612183932,0
31470,1041100,1,12,1000,11,42,102,57,9004,FALSE,0.40282726981756106,1
31472,1041100,1,24,200,3.253633187772926,34,186,47,16910,FALSE,-0.11021017817134321,0
31473,1041100,1,6,1750,22.01405775075988,75,321,109,26310,TRUE,-0.2467513069454817,0
31474,1041100,1,24,375,5.682484567901234,64,376,97,12333,FALSE,-0.02291688893630641,0
31475,1041100,1,12,750,11.756569424340274,109,787,191,69836,TRUE,0.3748426330950603,1
31493,1041100,1,12,750,13.5,46,144,66,3778,FALSE,-0.3994398805078417,0
31496,1041100,1,6,1750,24,26,61,39,1474,FALSE,-0.14683665848714392,0
31507,1041100,2,12,1000,5.25,22,33,25,2640,FALSE,0.8714605782566948,1
31656,1041100,1,12,750,5.1,99,439,167,40188,TRUE,0.09950389416408831,1
31657,1041100,1,12,1000,6.45,93,251,148,32450,TRUE,0.2774298517016964,1
31658,1041100,1,6,1750,10.67,106,512,172,79472,TRUE,0.6012802731249334,1
31718,1041100,1,6,1750,12,38,83,52,4598,FALSE,-0.03539421743305239,0
31719,1041100,1,12,1000,6.57,29,60,41,19981,FALSE,-0.2293129200896191,0
31862,1041100,1,12,750,16.5,20,44,28,1412,FALSE,0.22017497066040756,1
31866,1041100,1,6,750,16.431462140992167,38,98,49,3396,FALSE,-0.45168035847647503,0
31970,1041100,1,6,750,26.24,20,55,30,508,FALSE,NA,0
31983,1041100,1,6,50,25.2,7,12,11,51,FALSE,NA,0
31985,1041100,1,6,750,22.5,26,63,39,1640,FALSE,0.49051530993278564,1
31989,1041100,1,6,50,14.806451612903226,22,40,30,219,FALSE,NA,0
31990,1041100,1,6,750,24.26,43,107,60,5779,FALSE,0.2228742131654753,1
31991,1041100,1,12,375,13.64,10,15,12,456,FALSE,NA,0
32001,1041100,1,12,1000,5.25,9,11,10,368,FALSE,NA,0
32054,1041100,1,12,750,28.76,4,4,4,11,FALSE,NA,0
32231,1041100,1,12,500,4.95,104,943,192,94815,TRUE,-2.453302037768057,0
32232,1041100,1,48,100,1.46,49,294,65,169565,TRUE,0.9278726128240691,1
32233,1041100,1,48,200,2.99,59,457,82,217811,TRUE,-3.480843913368185,0
32234,1041100,1,24,375,5.09,103,879,181,170878,TRUE,0.30969806892136986,1
32235,1041100,1,12,750,9.960188825659596,112,797,282,28515,TRUE,0.4670383015043209,1
32236,1041100,1,12,750,9.904490603363007,121,1329,314,107688,TRUE,-0.054118211885202175,0
32237,1041100,1,12,1000,11.386983721672518,75,231,103,22486,FALSE,-0.11786514456417369,0
32238,1041100,1,6,1750,18.689156372401325,96,565,143,56391,TRUE,-0.9238877627227142,0
32426,1041100,1,6,750,24.99,8,11,9,41,FALSE,NA,0
32460,1041100,1,6,750,18.75,26,66,35,1679,FALSE,0.3607116184786088,1
32462,1041100,1,6,750,18.75,26,65,33,1948,FALSE,0.410604929051531,1
32464,1041100,1,6,750,18.75,24,59,31,562,FALSE,NA,0
32819,1042100,1,6,750,27.75,13,35,21,186,FALSE,NA,0
32826,1041100,1,12,1000,5.63,5,6,5,53,FALSE,NA,0
32827,1041100,1,6,1750,10.13,4,10,5,396,FALSE,NA,0
32836,1041100,1,6,750,28.5,11,18,14,82,FALSE,NA,0
33110,1041200,1,12,750,22.5,77,262,102,4394,FALSE,1.04337458657847,1
33111,1041200,1,6,50,20.88,56,160,70,757,FALSE,0.1666648885095487,1
33180,1041200,1,6,750,25.5,48,120,67,5072,FALSE,1.6748746399231835,1
33181,1041200,1,6,50,25.2,20,38,26,226,FALSE,NA,0
33256,1041200,1,12,750,9.74,92,372,139,29457,TRUE,-0.946212525338739,0
33286,1041200,1,12,750,9.74,33,80,45,908,FALSE,0.20197375440093887,1
33316,1081300,1,12,750,7.11,56,106,74,1218,FALSE,0.2193001173583698,1
33462,1032100,1,4,100,33.53,5,6,6,57,FALSE,NA,0
33466,1032200,1,10,600,8.82,75,314,114,15254,FALSE,-0.267993171876667,0
33467,1032200,1,12,750,16.0994298698616,99,531,156,43024,TRUE,-0.7761175717486397,0
33469,1032200,1,6,1750,29.99,19,30,25,1011,FALSE,-0.07444254774351862,0
33489,1032100,1,12,750,9.75,10,14,13,139,FALSE,NA,0
33490,1032100,1,6,1750,16.49,6,7,7,57,FALSE,NA,0
33507,1032100,1,6,750,35.43,6,8,7,31,FALSE,NA,0
33518,1032200,1,12,750,11.03,48,109,63,1877,FALSE,0.19882108183079056,1
33528,1032100,1,6,750,25.73,10,24,16,414,FALSE,NA,0
33567,1032200,1,12,750,12.801511627906978,34,73,41,611,FALSE,NA,0
33569,1032200,1,6,1750,20.1,20,37,26,602,FALSE,NA,0
33616,1032200,1,24,375,5.36,5,5,5,25,FALSE,NA,0
33621,1032200,1,24,375,5.36,6,7,6,19,FALSE,NA,0
33642,1032200,1,12,500,8.1,37,69,52,603,FALSE,NA,0
33647,1032100,1,12,500,8.1,37,95,50,1575,FALSE,0.5845887122586152,1
33653,1032100,1,6,1750,21,5,11,8,145,FALSE,NA,0
33658,1032200,1,12,750,12.703345646437995,100,538,158,40532,TRUE,-1.6066200789501761,0
33660,1032200,1,6,1750,19.923784194528874,42,141,59,6679,FALSE,-0.04488424197162061,0
33663,1032200,1,12,750,12.695347857661584,103,633,166,49280,TRUE,-1.8200682812333298,0
33665,1032200,1,6,1750,19.858322237017312,45,141,67,7404,FALSE,0.03895230982609624,1
33672,1032200,1,6,750,27.74,36,100,53,1412,FALSE,0.09615918062520004,1
33697,1041300,2,12,1000,8.13,28,48,34,488,FALSE,NA,0
33717,1041300,1,12,1000,8.13,108,401,203,13666,FALSE,0.055974607916355494,1
33894,1031200,1,12,1000,11.25,12,24,18,656,FALSE,NA,0
33900,1031200,1,12,1000,11.25,14,29,19,656,FALSE,NA,0
33935,1031200,1,12,1000,11.25,12,20,16,896,FALSE,0.12184999466552865,1
33937,1031200,1,12,1000,11.25,44,94,62,17994,FALSE,0.3626106902805932,1
33938,1031200,1,12,1000,11.25,12,22,16,444,FALSE,NA,0
33971,1032100,1,6,750,28.49,21,56,31,1920,FALSE,0.1436999893310573,1
33983,1032200,1,12,750,17.24,43,112,59,2366,FALSE,0.5433799210498239,1
34001,1032100,1,10,600,11.88,119,1191,279,83792,TRUE,-1.6538248159607383,0
34003,1032100,1,24,200,4.492418487997134,78,468,125,85651,TRUE,-0.838061453109997,0
34004,1032100,1,24,375,7.492543714199578,115,989,244,114041,TRUE,-0.25332337565347274,0
34006,1032100,1,12,750,16.005264333581533,128,1856,410,496300,TRUE,-4.471055158433799,0
34007,1032100,1,12,1000,22.20885925158617,116,660,265,229666,TRUE,1.0118318574629255,1
34008,1032100,1,6,1750,29.99,114,852,234,144247,TRUE,1.4088872292755787,1
34014,1032200,1,12,750,15.931925465838509,96,410,152,27407,TRUE,-1.2505387816067428,0
34015,1032200,1,12,1000,22.104955357142856,41,83,53,4163,FALSE,-0.2635228848821082,0
34026,1032200,1,12,750,16.278950143815916,89,309,148,16121,FALSE,-0.5722020697748853,0
34029,1032200,1,12,1000,22.20515025041736,90,272,146,83126,TRUE,-1.5744585511575804,0
34030,1032200,1,12,750,16.10030097993467,112,806,215,84627,TRUE,-0.7636082364237704,0
34032,1032200,1,6,1750,29.99,46,123,68,10105,FALSE,0.12407980369145419,1
34033,1032200,1,24,200,4.49,12,16,12,2688,FALSE,-0.17891816920943135,0
34036,1032200,1,12,750,16.081983992238662,94,394,153,38853,TRUE,-0.8303638109463352,0
34051,1032200,1,12,1000,22.221249999999998,51,107,69,6472,FALSE,0.02410647604822362,1
34052,1032200,1,12,750,16.043666505324296,100,422,155,34191,TRUE,-1.6805985276859063,0
34061,1032200,1,12,750,17.24,77,206,106,6434,FALSE,0.503883495145631,1
34076,1032200,1,12,750,16.099283088235293,91,330,147,23769,FALSE,-0.5803638109463353,0
34078,1032200,1,12,1000,22.129830508474576,43,100,62,5936,FALSE,0.10434759415341939,1
34089,1032100,1,6,750,12,17,23,19,281,FALSE,NA,0
34092,1032200,1,6,750,25.73,22,61,33,1613,FALSE,-0.10054945054945054,0
34113,1032200,1,24,200,4.49,11,20,15,2958,FALSE,-0.008055051744372132,0
34116,1032200,1,12,750,16.131767210787793,95,405,145,24014,FALSE,-1.3259895444361465,0
34117,1032200,1,12,1000,22.213843735967668,67,156,92,33764,TRUE,-0.2069668195881788,0
34122,1032100,1,6,750,35.873670329670325,96,398,159,4579,FALSE,0.11800917529072869,1
34154,1032100,1,12,375,11.24,34,112,46,2489,FALSE,-0.014867171663288168,0
34155,1032100,1,6,750,24.450701030927835,76,375,116,24748,FALSE,0.030667875813506884,1
34158,1032100,1,6,1750,51.72,23,51,32,589,FALSE,NA,0
34162,1032100,1,6,1000,30.93,46,104,64,9134,FALSE,-0.054139549770617745,0
34164,1032100,1,24,200,7.5,57,331,76,27472,TRUE,1.2232956364024326,1
34188,1032100,1,6,750,18.752620041753655,67,308,94,14648,FALSE,-0.2918329243571962,0
34189,1032200,1,6,750,18.752536634663972,61,261,92,13083,FALSE,-0.08378854155553184,0
34197,1032100,1,12,375,13.88,59,414,88,18330,FALSE,-0.07991038088125467,0
34244,1032100,1,6,750,22.957144385026737,58,182,89,7689,FALSE,0.08384722074042461,1
34255,1032200,1,6,750,18.754704779756327,46,176,68,6333,FALSE,-0.2620665742024965,0
34267,1032200,1,6,750,27.634446043165465,47,155,64,2511,FALSE,0.026768377253814143,1
34300,1032100,1,12,375,11.03,15,37,20,473,FALSE,NA,0
34329,1032200,1,12,375,11.03,8,14,11,154,FALSE,NA,0
34359,1032100,1,12,200,7.18088326391114,77,569,129,249773,TRUE,8.42786194388136,1
34366,1032100,1,12,750,7.49,68,250,109,44560,TRUE,-0.06460044809559373,0
34368,1032100,1,6,1750,12.74,83,317,125,295377,TRUE,5.703547423450336,1
34385,1032100,1,6,1750,12.74,15,24,18,914,FALSE,0.23098260962338632,1
34395,1032200,1,6,750,18.75475018925057,69,272,107,18970,FALSE,-0.27706710764963194,0
34421,1032100,1,10,600,30,89,465,149,4234,FALSE,-0.10281660087485331,0
34422,1032100,1,6,1000,33.89504521181915,104,464,206,156747,TRUE,1.562327963298837,1
34423,1032100,1,12,375,13.726846459298478,103,871,191,89183,TRUE,2.2658593833351115,1
34425,1032100,1,6,1750,52.84531914893617,89,473,148,30006,TRUE,2.039608449802625,1
34433,1032100,1,12,750,27.647392495983365,125,1495,335,148596,TRUE,3.553120665742025,1
34436,1032200,1,6,750,27.636676056338025,55,194,83,2419,FALSE,0.05560652939293716,1
34449,1032200,1,12,750,18.236520376175548,54,183,80,13877,FALSE,-0.2543422596820655,0
34451,1032100,1,12,500,14.991428571428571,29,70,40,353,FALSE,NA,0
34454,1032100,1,12,375,8.99,55,213,75,15617,FALSE,1.110748959778086,1
34456,1032100,1,12,750,18.198201020316834,117,966,219,113183,TRUE,-1.8966872932892351,0
34457,1032100,1,12,1000,24.22966787989081,82,272,134,89140,TRUE,0.993097194068068,1
34458,1032100,1,6,1750,32.31363211783725,84,364,119,52775,TRUE,1.7248372986237064,1
34505,1032100,1,12,1000,10.5,13,14,14,472,FALSE,NA,0
34546,1032100,1,12,750,10.5,45,143,66,8732,FALSE,-0.42389843166542196,0
34566,1032100,1,6,1750,15,27,79,37,8353,FALSE,-0.2981702763256161,0
34578,1032100,1,6,1750,17.194116215393976,92,484,136,185841,TRUE,5.551360290195241,1
34579,1032100,1,12,750,10.601060375443936,79,428,116,34631,TRUE,-1.2080070415021873,0
34596,1032100,1,12,750,11.13,9,13,11,229,FALSE,NA,0
34598,1032100,1,6,1750,18.51,11,12,11,81,FALSE,NA,0
34605,1032200,1,6,750,27.635521472392636,43,137,62,2387,FALSE,0.12013229488957644,1
34606,1032200,1,6,750,27.74,53,98,59,1140,FALSE,-0.06852661901205591,0
34629,1032200,1,12,750,11.03,26,58,34,651,FALSE,NA,0
34678,1032100,1,12,750,18.75,18,34,24,314,FALSE,NA,0
34690,1032100,2,12,750,9.75,45,149,68,12697,FALSE,-0.16482983036381094,0
34698,1031100,1,24,375,5.36,12,20,16,313,FALSE,NA,0
34702,1031200,1,12,750,10.5,44,123,62,13249,FALSE,0.19173156940147232,1
34729,1032100,1,6,750,37.49,37,116,55,1826,FALSE,-0.05145631067961165,0
34737,1032200,1,12,1000,23.96,23,52,31,4183,FALSE,0.10606529392937161,1
34746,1032100,1,12,750,14.99,96,405,143,42069,TRUE,-0.6243411927877947,0
34747,1032100,1,12,1000,23.96,66,157,90,22113,FALSE,0.3912407980369146,1
34748,1032100,1,6,1750,29.99,52,172,78,8515,FALSE,-0.2695081617411714,0
34753,1032100,1,6,750,16.46,68,263,98,32814,TRUE,0.32357836338418866,1
34759,1032100,1,6,1750,28.352027027027027,32,70,46,6335,FALSE,-0.11084498026245598,0
34786,1032200,1,12,750,14.99,52,173,82,14999,FALSE,0.8042462391976954,1
34787,1032200,1,12,1000,23.96,25,57,37,14989,FALSE,0.04583377787261278,1
34812,1032200,1,12,750,12.686128886885985,81,351,119,14971,FALSE,-0.2401098901098901,0
34815,1032200,1,12,750,12.5,60,180,81,4823,FALSE,-0.5466926277605889,0
34818,1701100,1,10,50,8.85,36,94,45,1536,FALSE,0.03805611863864291,1
34819,1032100,1,12,1000,12,43,105,65,10287,FALSE,-0.2890483303104662,0
34820,1032100,1,12,750,12.37365104808878,117,1235,276,132039,TRUE,-1.136946548597034,0
34821,1032100,1,6,1750,19.832555836979047,105,756,174,380414,TRUE,-12.513602901952417,0
34823,1032200,1,12,750,12.64865671641791,74,217,102,9235,FALSE,-0.4083057718980049,0
34839,1032200,1,12,750,12.612060390763766,64,245,95,8961,FALSE,-0.3837191934279313,0
34856,1032100,1,12,750,10.5,60,190,81,18800,FALSE,0.1637629360930332,1
34870,1032200,1,12,750,14.99,53,169,78,10886,FALSE,0.40780433159073937,1
34871,1032200,1,12,1000,23.96,36,94,55,28148,TRUE,0.45995412354635656,1
34876,1032200,1,12,750,14.99,26,59,36,2066,FALSE,0.2702549877307159,1
34877,1032200,1,12,1000,23.96,19,39,27,2461,FALSE,0.05480102421849997,1
34881,1032200,1,12,1000,23.96,40,91,54,9851,FALSE,0.2691507521604609,1
34886,1032200,1,12,750,14.94,29,69,40,2101,FALSE,-0.15461965219246773,0
34919,1032100,1,6,1750,24,33,85,48,9701,FALSE,0.6527099114477755,1
34935,1032100,1,12,750,14.94,73,223,107,3676,FALSE,0.010989010989010992,1
34959,1032200,1,12,750,14.94,34,80,48,2596,FALSE,-0.13959244638856289,0
34972,1032200,1,12,750,14.94,58,179,88,26904,TRUE,1.0344126747039368,1
34995,1032200,1,12,750,14.94,65,193,100,30983,TRUE,0.8897738184145951,1
35022,1032200,1,6,750,18,22,34,28,309,FALSE,NA,0
35039,1032200,1,12,750,14.94,30,70,40,2775,FALSE,-0.11957217539741813,0
35109,1032100,1,12,750,14.367630544637844,55,159,75,10732,FALSE,0.15907393577296491,1
35117,1032200,1,10,600,10.8,37,59,45,239,FALSE,NA,0
35179,1031200,1,12,750,10.5,42,124,59,10717,FALSE,0.045225648138269514,1
35213,1032100,2,6,1750,16.49,53,188,75,18454,FALSE,-0.1326629680998613,0
35222,1032200,1,12,750,11.03,6,13,9,130,FALSE,NA,0
35245,1032200,1,6,1750,20.1,12,20,16,342,FALSE,NA,0
35313,1031100,2,48,200,1.7,51,159,78,38352,TRUE,0.018590632668302576,1
35314,1031100,2,24,375,2.57,104,522,233,115636,TRUE,-1.566883601835058,0
35315,1031100,2,12,750,5.06,85,346,158,81586,TRUE,-1.1441000746825989,0
35316,1031100,2,12,750,5.06,101,539,205,71384,TRUE,-0.7332070841779581,0
35317,1031100,2,12,1000,5.96,98,351,163,765123,TRUE,-1.0191240798036914,0
35318,1031100,2,6,1750,10.38,115,710,219,306760,TRUE,1.2691774245172303,1
35354,1032200,1,12,750,16.036311082721173,86,410,138,24386,FALSE,-0.9651819054731676,0
35416,1031100,1,12,750,6.731567106283941,113,708,244,116989,TRUE,-1.14990397951563,0
35418,1031100,1,6,1750,14.039171338293752,94,426,151,61363,TRUE,-1.0213432198869092,0
35427,1032100,1,12,750,18.75,39,89,50,4018,FALSE,-0.04637789395070949,0
35435,1032100,1,12,750,12.370356495468279,78,307,131,14156,FALSE,-0.3435186173050251,0
35453,1032200,1,12,750,12.545745856353593,74,259,101,7306,FALSE,-0.6403712792062307,0
35505,1032200,1,12,750,11.03,35,57,43,365,FALSE,NA,0
35527,1031200,1,6,750,22.5,75,209,118,3711,FALSE,0.08000640136562467,1
35586,1031100,1,6,750,18.45,24,77,40,3378,FALSE,0.3084177957964366,1
35626,1032200,1,12,750,10.476311803071743,99,456,180,31730,TRUE,1.3697002027099114,1
35628,1032200,1,6,1750,16.873438679245282,59,169,78,13236,FALSE,0.34508695188306837,1
35699,1031200,1,12,750,10.5,94,329,158,40606,TRUE,0.5866424837298623,1
35759,1032100,1,6,750,22.624545454545455,7,10,8,35,FALSE,NA,0
35776,1031100,2,10,600,5.88,76,311,115,10335,FALSE,0.16829723674383867,1
35780,1032200,1,12,750,11.03,41,82,55,1184,FALSE,0.259692734450016,1
35913,1031100,1,48,200,1.7,94,541,157,283088,TRUE,-3.0896724634588715,0
35914,1031100,1,24,375,2.9,111,770,241,385913,TRUE,-4.951856396031153,0
35916,1031100,1,12,750,5.06,120,942,296,275699,TRUE,-4.102613890963406,0
35917,1031100,1,12,1000,6.26,109,576,242,244090,TRUE,-0.1179611650485437,0
35918,1031100,1,6,1750,10.8,124,1231,349,502819,TRUE,-9.232182865678011,0
35926,1031100,1,12,750,5.06,114,719,272,309970,TRUE,-9.68027312493332,0
35934,1032200,1,6,750,27.74,61,173,83,1933,FALSE,-0.06713432198869092,0
35944,1031100,2,24,375,2.61,36,114,54,56951,TRUE,-0.08777872612824067,0
35946,1031100,2,12,750,4.619799089204393,67,235,103,41581,TRUE,-1.1090152565880722,0
35947,1031100,2,12,1000,5.500204415372036,39,109,61,70685,TRUE,-1.6491038088125467,0
35948,1031100,2,6,1750,9.93013185039017,87,373,139,156304,TRUE,0.7262722714179024,1
35964,1032200,1,12,750,14.94,81,270,124,9282,FALSE,0.3179985063480209,1
36006,1031100,1,6,750,18.02100529100529,28,73,42,3124,FALSE,0.07469326789715139,1
36015,1032200,1,12,750,11.03,41,82,49,938,FALSE,0.23592233009708738,1
36034,1031200,1,12,750,10.5,43,128,58,9167,FALSE,-0.028640776699029147,0
36076,1032100,1,6,1750,18,10,10,10,571,FALSE,NA,0
36092,1032100,1,6,750,25.38,12,22,18,132,FALSE,NA,0
36108,1031100,1,6,1750,13.38,19,31,22,1091,FALSE,0.3050517443721327,1
36122,NA,1,12,750,12.973021148036255,66,207,86,10446,FALSE,0.02374906646751307,1
36124,1031100,1,6,1750,21.464681753889675,43,102,59,3773,FALSE,0.16563533553824816,1
36186,1031100,1,12,750,7.89,55,151,77,10745,FALSE,0.21493651979088874,1
