Item.Number,Category,Vendor,Pack,Bottle.Volume..ml.,State.Bottle.Retail,County,Store,City,Bottles.Sold,Popularity,Covid_index,PopularityC
159,1011400,1,6,750,23.36,81,242,125,3146,FALSE,-0.4808492478395391,0
227,1012300,1,2,750,74.99,5,8,5,552,FALSE,NA,0
238,1701100,1,6,375,15,9,15,12,83,FALSE,NA,0
258,1081200,2,1,6000,144.39177750906893,37,99,51,1032,FALSE,0.021129841032753657,1
266,1701100,2,12,750,41.00399129172714,65,202,91,11091,FALSE,-2.6304438280166433,0
287,1701100,1,6,750,39.74,19,35,25,516,FALSE,NA,0
308,1011400,1,6,750,41.24,49,124,63,1126,FALSE,-0.0027952629894377468,0
314,1701100,1,4,750,39.2,20,25,21,100,FALSE,NA,0
322,1081300,1,24,200,4.5,15,15,15,268,FALSE,NA,0
399,1701100,1,1,6000,97.2,35,76,45,250,FALSE,NA,0
428,1701100,1,6,750,21.263390410958905,68,180,105,1496,FALSE,0.09641523525018672,1
430,1701100,1,12,50,3,73,258,114,16849,FALSE,-3.7834791422170064,0
434,1701100,1,6,750,15.748165137614679,101,469,169,9103,FALSE,-0.33340979408940574,0
447,1700000,1,6,750,30.319064039408868,76,236,116,4505,FALSE,0.6202229809025925,1
457,NA,1,6,750,31.49,44,102,58,599,FALSE,NA,0
458,1701100,1,6,750,22.5,9,12,11,52,FALSE,NA,0
464,1012300,1,6,850,31.24659229208925,32,92,44,3119,FALSE,0.04958924570575056,1
470,1011400,1,6,750,23.36,101,434,170,8557,FALSE,-1.4541502187133255,0
479,1701100,1,12,50,6.75,24,32,29,313,FALSE,NA,0
483,1701100,1,6,750,15.60875,65,178,90,2414,FALSE,-0.6397844873573029,0
494,1701100,1,3,1750,53.13,35,62,40,896,FALSE,0.4465592659767417,1
498,1701100,1,6,750,23.36,68,217,105,3594,FALSE,0.3873146271204524,1
499,1701100,1,6,750,18.26,28,51,34,624,FALSE,NA,0
500,1701100,1,6,750,18.26,18,34,23,240,FALSE,NA,0
502,1701100,1,6,750,23.36,40,79,56,1206,FALSE,0.08270564387069242,1
522,1700000,1,6,750,26.25,88,334,126,10274,FALSE,-0.12036701162914756,0
525,1701100,1,6,750,26.25,63,194,95,4733,FALSE,-0.674901312279953,0
529,1012300,1,6,750,54,17,35,24,228,FALSE,NA,0
550,1701100,1,6,750,11.03,19,29,23,600,FALSE,NA,0
557,1081300,2,15,400,6,84,207,113,13773,FALSE,-0.02228208684519367,0
558,1701100,1,4,1750,48.52242320819113,69,200,98,5218,FALSE,-0.006566734236637117,0
559,NA,1,4,750,39.2,8,9,8,15,FALSE,NA,0
567,1701100,1,6,750,32.25,15,23,19,104,FALSE,NA,0
614,1701100,1,6,750,19.003228782287824,88,312,133,7655,FALSE,-0.03502080443828015,0
643,1022200,1,6,750,16.61,56,197,81,3989,FALSE,-0.7998239624453216,0
647,1701100,1,6,800,17.84810344827586,71,233,107,3521,FALSE,0.26717166328816816,1
664,1070000,1,12,100,14.25,23,38,30,245,FALSE,NA,0
678,1701100,1,6,750,30,20,31,23,179,FALSE,NA,0
693,1701100,1,6,750,23.36,33,56,41,535,FALSE,NA,0
699,1011200,1,6,750,33.74,81,248,109,4147,FALSE,-0.5258241758241758,0
725,1701100,1,1,6000,78.75,17,29,23,50,FALSE,NA,0
789,1701100,1,6,750,11.81,55,113,70,937,FALSE,0.22333831217326364,1
890,1701100,1,6,750,30.02,47,105,63,876,FALSE,-0.44560973007574955,0
1016,1701100,1,6,750,35.72480769230769,33,59,42,479,FALSE,NA,0
1025,1701100,1,6,800,33.5775,18,40,26,1124,FALSE,0.1921263202816601,1
1051,1012200,1,6,750,29.97,17,22,19,98,FALSE,NA,0
1160,1701100,1,6,750,52.5,36,71,48,456,FALSE,NA,0
1221,1701100,1,6,750,31.5,21,43,28,1563,FALSE,0.5309345993812014,1
1258,1012300,1,6,100,22.49,49,137,67,2933,FALSE,-0.12215405953270031,0
1272,1012400,1,6,750,29.50918032786885,20,29,22,254,FALSE,NA,0
1400,1012100,1,6,750,23.067638376383762,103,551,183,25493,FALSE,-0.7183719193427932,0
1488,1701100,1,6,750,27.74,57,178,84,2964,FALSE,-0.7789928518083858,0
1500,1701100,1,6,750,23.99,24,36,29,300,FALSE,NA,0
1643,1052100,1,12,750,29.24,1,1,1,12,FALSE,NA,0
1799,1062400,1,6,1750,27,120,994,342,556447,TRUE,-6.24085138162808,0
1838,1701100,1,3,1750,24.74,8,8,8,332,FALSE,NA,0
1876,1701100,1,6,750,18.75,29,55,35,2136,FALSE,0.7520324335858316,1
1998,1701100,1,6,750,31.6192,32,68,37,495,FALSE,NA,0
2070,1052100,1,6,750,44.99,1,1,1,1,FALSE,NA,0
2226,1081200,1,6,1750,13.977540983606557,62,142,86,1907,FALSE,-0.029889042995839103,0
2229,1081200,1,12,750,6.715150214592275,97,352,155,17985,FALSE,-1.7045503040648673,0
2368,1701100,1,6,750,26.96,37,92,49,1338,FALSE,-0.10436359756748106,0
2393,1701100,1,6,750,25.266917293233085,37,134,51,1518,FALSE,-0.06707564280379816,0
2511,1701100,1,6,750,9,45,116,67,1390,FALSE,-0.4242291688893631,0
2737,1701100,1,6,750,32.4,33,57,41,379,FALSE,NA,0
2834,1701100,1,6,750,17.46429906542056,78,228,123,2040,FALSE,-0.2506668089192361,0
2916,1701100,1,6,750,12.3,9,12,11,185,FALSE,NA,0
2959,1701100,1,6,750,34.13,25,40,29,155,FALSE,NA,0
3121,1701100,1,6,750,20.79,54,125,73,1185,FALSE,-0.5803531420036274,0
3201,NA,1,6,1750,16.49,13,19,17,107,FALSE,NA,0
3233,1701100,1,6,750,31.5,8,12,10,13,FALSE,NA,0
3273,NA,1,6,750,20.97,11,13,13,69,FALSE,NA,0
3345,1701100,1,6,750,13.786516853932584,42,74,59,486,FALSE,NA,0
3347,1701100,1,6,750,21.75,28,38,32,227,FALSE,NA,0
3354,1701100,1,1,200,104.85,39,59,46,87,FALSE,NA,0
3456,1701100,1,6,750,21,27,43,32,258,FALSE,NA,0
3526,1022200,2,20,50,15.08,47,108,64,1198,FALSE,-0.47218606636082366,0
3544,1701100,1,6,750,16.5,29,46,33,594,FALSE,NA,0
3611,1701100,1,6,750,41.24,30,76,38,557,FALSE,NA,0
3836,1071100,1,1,2250,86.13,46,83,57,200,FALSE,NA,0
3891,1082000,1,6,750,30,28,62,37,630,FALSE,NA,0
4000,1012300,1,6,750,36,33,96,50,1823,FALSE,0.4199349194494826,1
4001,1022200,1,6,750,16.61,56,182,83,4497,FALSE,-0.44945588392190333,0
4029,1701100,1,6,1000,34.13,30,55,40,1055,FALSE,-0.017555745225648137,0
4030,1701100,1,6,1750,53.15,33,67,44,572,FALSE,NA,0
4043,1701100,1,6,750,19.944285714285716,51,153,73,2439,FALSE,0.022762189267043632,1
4044,1701100,1,6,750,19.17473684210526,40,103,55,1673,FALSE,0.5208097727515203,1
4055,1701100,1,6,750,16.88,38,80,56,678,FALSE,NA,0
4075,1701100,1,6,750,97.44,13,27,18,30,FALSE,NA,0
4084,1012300,1,6,750,41.28688262195122,66,191,95,8247,FALSE,0.009863437533340444,1
4090,1012300,1,6,750,68.30103448275861,31,96,48,1637,FALSE,0.013693587965432626,1
4096,1012300,1,6,750,41.71870702924577,65,229,98,6476,FALSE,0.0852501867064974,1
4111,1012300,1,6,750,60.77050185873606,40,111,57,1696,FALSE,0.007734983463138799,1
4184,1012300,1,6,750,43.94402892561984,31,98,44,2415,FALSE,-0.09268643977381844,0
4241,1012300,1,6,750,104.99,19,38,28,78,FALSE,NA,0
4246,1012300,1,6,750,33.74,39,97,54,1781,FALSE,0.16892670436359758,1
4248,1700000,1,6,750,134.99,7,13,10,59,FALSE,NA,0
4251,1701100,1,6,750,104.99,19,48,27,60,FALSE,NA,0
4350,1701100,1,6,750,52.49,19,45,29,239,FALSE,NA,0
4356,1012300,1,12,750,49.678328912466846,75,295,106,20094,FALSE,-0.7463778939507095,0
4357,1012300,1,6,750,122.47395348837209,36,101,48,743,FALSE,-0.058097727515203236,0
4367,1012300,1,6,750,62.7568756027001,56,188,85,5590,FALSE,0.04626587005227782,1
4374,1012300,1,6,750,95.09927066450567,37,112,51,1171,FALSE,0.040120559052597884,1
4430,1012300,1,6,750,58.76,6,7,6,10,FALSE,NA,0
4436,1012300,1,6,750,44.99,14,29,20,98,FALSE,NA,0
4441,1012200,1,6,750,86.25,11,16,13,40,FALSE,NA,0
4456,1012200,1,6,750,49.98,14,21,16,109,FALSE,NA,0
4457,1701100,1,6,750,63.74,31,69,43,276,FALSE,NA,0
4571,1701100,1,6,750,18.75,36,75,50,594,FALSE,NA,0
4573,1011100,1,6,750,18.75,22,48,30,396,FALSE,NA,0
4585,1011100,1,6,375,37.5,19,26,22,108,FALSE,NA,0
4590,1012200,1,6,750,18.75,27,52,36,702,FALSE,NA,0
4592,1012200,1,6,750,18.75,19,35,24,427,FALSE,NA,0
4610,1012200,1,6,750,126.75,34,113,47,747,FALSE,0.032470927131121305,1
4611,1012200,1,6,750,75,34,103,51,795,FALSE,-0.0037501333617838487,0
4616,1012200,1,6,750,59.32456945317411,65,269,88,5325,FALSE,-0.035991678224687934,0
4624,1012200,1,24,375,18.74,28,105,36,1242,FALSE,-0.10428891496852663,0
4626,1012200,1,12,750,31.494314101446747,90,528,131,44458,TRUE,0.5602581884135283,1
4636,1012300,1,6,750,45.02257443082312,56,184,80,2899,FALSE,-0.04964259041928946,0
4656,1012300,1,6,750,62.25,20,44,26,204,FALSE,NA,0
4698,1012200,1,6,750,44.99,21,58,33,245,FALSE,NA,0
4716,1012200,1,12,750,28.5663026552206,111,596,193,17539,FALSE,0.4289181692094314,1
4717,1012200,1,12,1000,38.78423296931877,69,163,98,11150,FALSE,-0.2703616771577937,0
4718,1012200,1,6,1750,55.25,39,114,58,1749,FALSE,0.0867225008001707,1
4773,1012200,1,6,750,24.74,40,101,58,639,FALSE,NA,0
4788,1012200,1,6,750,41.25,6,9,8,121,FALSE,NA,0
4796,1012200,2,12,750,14.754452975047984,95,309,164,8443,FALSE,-0.2676357622959565,0
4798,1012200,2,6,1750,29.352924071082388,43,82,54,2338,FALSE,-0.010508908567160994,0
4810,1700000,1,6,750,41.24,21,50,31,489,FALSE,NA,0
4825,1012200,1,6,750,52.5,54,222,81,3378,FALSE,0.18388989651125573,1
4846,1012300,1,12,750,55.95442775393419,53,172,77,3579,FALSE,0.06356556065293929,1
4852,1012200,1,6,750,51.71,7,15,12,54,FALSE,NA,0
4853,1011100,1,6,750,25.13,14,24,20,87,FALSE,NA,0
4854,1012300,1,6,750,31.38,5,7,7,19,FALSE,NA,0
4861,1012200,1,12,50,18.75,39,86,49,315,FALSE,NA,0
4866,1012200,1,12,750,20.25,112,709,206,38354,TRUE,0.6386055691880934,1
4867,1012200,1,12,1000,26.25,93,264,145,36161,TRUE,0.2053291368825349,1
4868,1012200,1,6,1750,39.75,73,251,96,26048,TRUE,0.013288168142537082,1
4876,1012200,1,12,750,30,63,208,97,4137,FALSE,0.11286141043422597,1
4878,1012200,1,6,1750,42.47,12,20,16,176,FALSE,NA,0
4936,1012200,1,12,750,17.839061701350857,77,253,111,11996,FALSE,0.023076923076923075,1
4947,1012300,1,6,750,35.42,17,38,25,290,FALSE,NA,0
4949,1012300,2,6,750,23.11973597359736,29,94,46,1198,FALSE,0.09121946015149898,1
4955,1012300,1,6,750,22.5,16,35,24,556,FALSE,NA,0
4959,1012200,2,6,750,32.17715909090909,48,169,69,3092,FALSE,-0.06268537287954763,0
4977,1012200,1,6,750,71.25,13,24,18,104,FALSE,NA,0
4989,1012200,1,6,750,36,14,40,20,1354,FALSE,-0.17811799850634802,0
4993,1012200,2,6,750,39.84,30,87,46,2213,FALSE,0.049861303744798885,1
5002,1012200,1,3,750,175.86333333333334,26,64,37,248,FALSE,NA,0
5004,1012300,1,24,375,17.34443099273608,38,80,52,1750,FALSE,-0.09333191080763896,0
5006,1012300,1,12,750,37.046490309062335,97,540,160,25301,FALSE,0.02771791315480636,1
5008,1012200,1,6,1750,64.8658064516129,16,34,23,613,FALSE,NA,0
5014,1012300,1,12,750,51.964198435972634,67,246,92,6429,FALSE,0.31443507948362315,1
5036,1012300,1,12,750,37.141666666666666,115,620,193,47392,TRUE,-2.011757174863971,0
5037,1012300,1,12,1000,43.48139888337469,79,201,123,20257,FALSE,-0.17844340125893524,0
5038,1012300,1,6,1750,66.41239825581395,34,84,51,2728,FALSE,0.05846580603862157,1
5040,1012300,1,6,750,92.34276077451592,62,215,90,3519,FALSE,-0.04311853195348342,0
5061,1012300,1,6,750,53.259267015706804,73,237,99,5881,FALSE,0.02722180731889469,1
5067,1012300,1,4,750,160.42778801843318,23,57,31,415,FALSE,NA,0
5103,1012300,1,6,750,39.96761194029851,41,142,57,4130,FALSE,-0.12427184466019417,0
5104,1012300,1,6,750,52.78960317460318,39,132,62,2392,FALSE,-0.05049610583591166,0
5105,1012300,1,6,750,46.313849878934626,34,121,52,4519,FALSE,0.13717593086525126,1
5106,1012200,1,12,750,15.75,49,162,67,6311,FALSE,0.044462818734663394,1
5133,1012300,1,6,750,32.11149224166392,78,312,109,13723,FALSE,-0.36512856075962874,0
5136,1012300,1,6,750,74.99,25,81,35,1864,FALSE,-0.05130694548170277,0
5149,1012300,1,6,750,71.21,32,79,43,951,FALSE,0.0015309932785660951,1
5153,1012300,1,12,750,31.078072916666667,48,160,64,15456,FALSE,0.10419822895551052,1
5157,1012300,1,6,750,77.6088679245283,56,199,81,3136,FALSE,0.06050357409580711,1
5159,1012200,1,6,750,41.91552344601963,54,233,84,5714,FALSE,0.05382481596073829,1
5201,1012200,2,6,750,38.292,16,35,23,257,FALSE,NA,0
5242,1012200,1,6,750,82.49,57,186,85,1389,FALSE,0.13474341192787795,1
5247,1012300,1,6,750,41.34,52,149,74,3666,FALSE,0.21400298730395817,1
5281,1012200,1,6,750,37.49,28,56,35,255,FALSE,NA,0
5286,1012300,1,6,750,35.37861915367483,40,96,56,1696,FALSE,0.07568547956897471,1
5288,1012200,1,6,1750,33.75,60,166,76,10199,FALSE,0.09449482556278672,1
5289,1012200,1,12,1000,22.47,89,235,149,14068,FALSE,0.11856396031153311,1
5290,1012200,1,12,750,18.38,106,580,201,12637,FALSE,-0.11561933212418649,0
5318,1012200,1,6,750,35.769394555058916,73,315,118,8582,FALSE,0.3587965432625627,1
5319,1012200,1,6,750,82.49,15,29,22,57,FALSE,NA,0
5325,1012200,1,24,375,17.25,66,288,93,6013,FALSE,0.036221060492905154,1
5326,1012200,1,12,750,32.23922007019368,112,835,214,37168,TRUE,0.6617998506348022,1
5327,1012200,1,12,1000,41.61,82,256,127,26124,TRUE,0.5256854795689747,1
5345,1012200,1,24,375,12,93,579,193,17236,FALSE,0.28502080443828015,1
5346,1012200,1,12,750,20.25,115,928,235,61543,TRUE,0.5200789501760376,1
5347,1012200,1,12,1000,25.65,97,346,181,22853,FALSE,0.47134855435826306,1
5349,1012200,1,6,1750,39.75,63,232,87,18725,FALSE,0.4966926277605889,1
5350,1012200,1,6,750,48.74,67,232,92,3916,FALSE,-0.1210071481916142,0
5360,1012300,1,6,1750,32.9,28,67,38,2974,FALSE,0.033527152459191294,1
5362,1012300,1,12,750,17.49502982107356,49,141,62,5301,FALSE,0.3060332871012482,1
5404,1012300,1,6,750,36.79317845828933,47,146,62,3079,FALSE,0.1425904192894484,1
5430,1012300,1,12,750,78.55998600909409,63,224,96,6611,FALSE,0.02973434332657634,1
5433,1012200,1,6,750,47.24,7,11,9,72,FALSE,NA,0
5443,1012200,1,6,750,59.06,22,52,33,406,FALSE,NA,0
5446,1012300,1,12,750,38.37522202486679,77,306,116,16379,FALSE,-0.3011895871119172,0
5486,1012300,1,12,750,56.2189399409255,83,344,125,18001,FALSE,0.2918809345993812,1
5492,1012300,1,12,750,41.22,26,64,35,260,FALSE,NA,0
5555,1012300,1,12,750,50.697917888563055,53,222,84,8563,FALSE,0.2901312279953057,1
5592,1701100,1,12,750,81.18,21,43,31,171,FALSE,NA,0
5596,1012300,1,12,750,25.607951482479784,70,200,100,5712,FALSE,-0.15275792168996052,0
5605,1012200,1,12,750,22.49,27,50,33,525,FALSE,NA,0
5606,1012300,1,12,750,27.56,16,27,22,377,FALSE,NA,0
5614,1012300,1,6,750,29.373898305084747,24,58,36,482,FALSE,NA,0
5633,1012200,1,6,750,51.480887573964495,49,143,75,2499,FALSE,0.04015790035207511,1
5635,1012200,1,6,750,27.54587752651591,84,358,122,25860,TRUE,-0.2755094420142964,0
5643,1701100,1,12,750,44.99,8,13,10,1032,FALSE,0.027408513816280806,1
5669,1012300,2,6,750,25.702244897959186,25,65,38,1273,FALSE,-0.03460471567267684,0
5677,1012200,1,6,750,31.49,58,160,74,1486,FALSE,0.141747572815534,1
5683,1011100,1,6,750,37.35,15,26,20,98,FALSE,NA,0
5696,1012300,1,12,750,64.31484444444445,55,191,83,5304,FALSE,-0.020057612290622,0
5700,1012300,1,12,750,46.77939675174014,39,112,56,1133,FALSE,-0.056892136989224365,0
5702,1012200,1,6,750,100.07196721311475,45,125,69,920,FALSE,0.08529819694868239,1
5745,1012300,1,6,750,42.722727272727276,32,79,44,737,FALSE,-0.21571001813720259,0
5747,1701100,1,12,750,35.25,84,306,119,6737,FALSE,-0.7331857462925424,0
5753,1012200,1,12,300,90,64,169,84,820,FALSE,-0.10896191187453323,0
5755,1012300,1,6,750,33.75,12,28,19,305,FALSE,NA,0
5760,1012200,1,6,750,90,2,2,2,5,FALSE,NA,0
5842,1012300,1,6,750,41.22,56,195,85,4572,FALSE,-0.4711511789181692,0
5844,1011100,1,6,1750,52.5,28,56,40,641,FALSE,NA,0
5854,1012200,1,6,750,47.76,12,18,12,74,FALSE,NA,0
5885,1012300,2,6,750,25.4962,25,71,39,1222,FALSE,-0.08153206017283687,0
5890,1700000,1,12,750,33.74,60,165,84,1373,FALSE,-0.6219620185639603,0
5891,1701100,1,12,750,33.74,57,145,76,1358,FALSE,-0.6179664995198976,0
5898,1701100,1,6,750,32.24,37,78,48,462,FALSE,NA,0
5918,1012300,1,6,750,37.5,17,35,23,138,FALSE,NA,0
5921,1012200,1,6,750,112.49,23,45,29,118,FALSE,NA,0
5924,1012300,1,6,750,30.754742014742014,45,142,65,3126,FALSE,0.42536541128774136,1
5929,1701100,1,6,750,63.74,31,67,42,332,FALSE,NA,0
5955,1700000,1,6,750,74.99,20,33,26,119,FALSE,NA,0
5966,1700000,1,6,750,59.99,50,155,76,856,FALSE,0.08112664034994133,1
6011,1012300,1,6,750,26.24,30,83,44,450,FALSE,NA,0
6016,1701100,1,6,750,67.49,41,141,71,1297,FALSE,0.49926384295316334,1
6024,1012200,1,12,750,15.8,14,20,16,88,FALSE,NA,0
6026,1012200,1,6,750,49.76,13,21,16,79,FALSE,NA,0
6027,1012200,1,12,750,28.2,11,15,12,58,FALSE,NA,0
6029,1012200,1,12,750,14.57,13,20,15,91,FALSE,NA,0
6032,1012200,1,12,750,22.22,11,14,12,40,FALSE,NA,0
6041,1012200,1,12,750,32.24,25,71,42,443,FALSE,NA,0
6052,1012200,1,6,750,26.25,42,108,52,2621,FALSE,0.049759948789075005,1
6076,1012200,1,6,750,28.40570996978852,54,170,74,6217,FALSE,-0.24345993812013228,0
6105,1012300,1,6,750,26.28,13,25,15,143,FALSE,NA,0
6206,1012300,1,12,750,56.99432892249527,48,148,74,2331,FALSE,0.01992425050677478,1
6213,1012300,1,6,750,30,18,36,26,255,FALSE,NA,0
6237,1012200,1,12,1000,7.88,18,27,23,1203,FALSE,0.1984263309506028,1
6238,1012200,1,6,1750,14.96,12,20,17,398,FALSE,NA,0
6296,1012200,1,6,750,48,14,25,17,131,FALSE,NA,0
6316,1012300,1,6,750,30.497907949790793,41,127,59,4273,FALSE,0.08124399871972687,1
6322,1012300,1,6,750,26.25,22,63,37,525,FALSE,NA,0
6997,1012200,1,12,1000,9.99,69,192,102,10137,FALSE,0.10681211991891602,1
6998,1012200,1,6,1750,16.88,69,208,100,15869,FALSE,-0.011773178278032662,0
7102,1012200,1,12,1000,12.74,2,4,3,31,FALSE,NA,0
8208,1012200,2,6,1750,15.78,29,56,36,2811,FALSE,-0.07227675237383976,0
8824,1012200,1,24,375,4.82,51,128,68,4088,FALSE,0.4548597034033927,1
8825,1012200,2,12,750,7.530722388059702,62,158,88,14193,FALSE,-0.2875546783313774,0
8826,1012200,2,12,750,7.539805825242719,101,396,171,26431,TRUE,-0.6356182652299158,0
8827,1012200,2,12,1000,9.21,93,272,162,32184,TRUE,0.5312973434332657,1
8828,1012200,2,6,1750,16.18991905199032,102,519,170,77495,TRUE,-0.18064653792809132,0
9278,1012200,1,6,1750,17.841020881670534,38,83,51,4047,FALSE,0.1195828443401259,1
9432,1012200,2,6,1750,18.23960753532182,58,134,78,6214,FALSE,-0.12034033927237811,0
10006,1012200,2,12,750,7.7,96,358,153,16228,FALSE,0.10647071375226715,1
10008,1012200,2,6,1750,15.75,104,465,163,67732,TRUE,-1.2470073615704682,0
10009,1012200,2,12,1000,10.11,66,126,90,8917,FALSE,0.03756001280273125,1
10278,1012200,1,6,1750,15,33,82,47,8342,FALSE,0.01272804865037875,1
10548,1012100,2,6,1750,18.04136974671006,114,752,279,124439,TRUE,0.6398698388989654,1
10550,1012100,2,12,750,9.442377105808578,129,1786,435,427237,TRUE,-2.8597620825776167,0
10623,1012100,1,48,200,2.85,11,18,11,525,FALSE,NA,0
10624,1012100,1,24,375,6.723796074676879,93,389,150,13219,FALSE,0.1390750026672357,1
10625,1012100,1,12,750,11.999719488188976,82,229,128,13728,FALSE,-0.19083537821401897,0
10626,1012100,1,12,750,11.999777629159004,111,672,222,39019,TRUE,-0.021225861517123662,0
10627,1012100,1,12,1000,14.57,106,424,230,101246,TRUE,0.7176037554678331,1
10628,1012100,1,6,1750,21.749502348609877,115,787,241,114620,TRUE,0.4591966286141044,1
10632,1012100,1,12,750,14.96,62,152,88,6106,FALSE,-0.0987624026458978,0
10781,1012100,1,12,750,22.742166377816293,89,357,126,11639,FALSE,2.5289181692094314,1
10784,1701100,1,12,750,23.788428405122236,113,822,255,47668,TRUE,-7.781521391230129,0
10788,1012100,1,10,300,11.03,104,700,210,16224,FALSE,0.03850954870372342,1
10789,1012100,1,44,200,7.08,76,334,118,18462,FALSE,0.17500266723567698,1
10790,1012100,1,24,375,12,101,571,188,24159,FALSE,0.5105355809239304,1
10791,1012100,1,12,750,23.64840570028947,122,1330,334,140337,TRUE,-4.023274298517017,0
10792,1012100,1,12,1000,28.45554965263588,95,280,181,15358,FALSE,0.29546036487784055,1
10793,1012100,1,6,1750,48.370393641180925,80,253,120,7126,FALSE,0.2717326362957431,1
10797,1701100,1,12,750,23.39,76,214,106,3900,FALSE,0.6352501867064974,1
10802,1701100,1,12,750,24.702639026198714,125,1690,422,202535,TRUE,-4.76183719193428,0
10803,1012100,1,10,300,11.03,124,1526,376,149917,TRUE,-0.7186439773818414,0
10804,1012100,1,44,200,7.08,104,758,214,189858,TRUE,5.61807852341833,1
10805,1012100,1,24,375,12,122,1457,364,267431,TRUE,-3.9717006294676196,0
10807,1012100,1,12,750,23.719826248350813,130,1976,438,647915,TRUE,7.369737544009389,1
10808,1012100,1,12,1000,28.442217515883893,109,655,279,233096,TRUE,-5.576853728795476,0
10809,1012100,1,6,1750,48.368326641142964,112,676,209,69588,TRUE,0.3702283153739465,1
10818,1012100,1,12,750,23.39,95,313,154,4647,FALSE,1.24491091432839,1
10826,1012100,1,12,750,37.49,91,398,149,7301,FALSE,0.1638482876346954,1
10828,1012100,1,12,750,23.571818181818184,93,453,170,7701,FALSE,-0.3193001173583698,0
10830,1701100,1,6,750,44.99,63,153,84,869,FALSE,-0.34077136455777235,0
10834,1012100,1,24,375,12.38,97,465,182,12603,FALSE,0.49218499946655286,1
10835,1701100,1,6,750,44.99,56,120,71,950,FALSE,0.08141470180305131,1
10836,1012100,1,12,750,25.770226395226395,113,741,217,31678,TRUE,-0.6710764963192148,0
10838,1012100,1,6,1750,51.36157360406091,65,138,86,2931,FALSE,0.051776378960844985,1
10842,1701100,1,6,750,44.99,49,146,78,880,FALSE,-0.0360076816387496,0
10846,1012100,1,12,750,19.68,66,158,88,4364,FALSE,0.166696895337672,1
10852,1701100,1,6,750,59.99,40,95,56,539,FALSE,NA,0
10855,1012100,1,12,750,18.11,23,55,36,461,FALSE,NA,0
10888,1012100,1,6,750,29.21,42,95,55,693,FALSE,NA,0
10889,1012100,1,12,750,29.21,9,9,9,41,FALSE,NA,0
10890,1012100,2,12,750,15.78,83,251,135,10360,FALSE,0.12263949642590419,1
10932,1012100,1,12,50,6,42,101,58,947,FALSE,-0.2766190120559053,0
10933,1012100,1,12,750,6.75,34,74,46,1485,FALSE,-0.3367705110423557,0
10934,1012100,1,12,1000,8.15,18,24,21,310,FALSE,NA,0
10935,1012100,1,6,1750,13.5,58,162,91,2671,FALSE,-0.3270831110636936,0
10937,1012100,1,12,750,6.75,15,16,16,295,FALSE,NA,0
11010,1012100,1,6,750,46.49,7,16,10,44,FALSE,NA,0
11206,1012100,1,6,750,22.49,11,14,14,137,FALSE,NA,0
11285,1012100,1,6,750,101.77610568638713,78,284,120,3255,FALSE,-0.24286247732849675,0
11287,1701100,1,6,750,104.99,35,81,48,396,FALSE,NA,0
11290,1012100,1,10,300,11.03,128,1661,397,134746,TRUE,-0.3522778192681104,0
11294,1012100,1,24,375,12,126,1686,394,274396,TRUE,5.009442014296384,1
11296,1012100,1,12,750,23.65946263768979,130,1987,427,701204,TRUE,-9.47479995732423,0
11297,1012100,1,12,1000,28.468548278945015,116,751,278,529124,TRUE,7.349834631388029,1
11298,1012100,1,6,1750,48.29944378698225,121,908,270,180197,TRUE,-0.5317881147978234,0
11299,1012100,1,44,200,7.499438848920863,97,680,168,124360,TRUE,1.705766563533554,1
11346,1012100,2,12,750,9.797038567493113,100,473,182,22024,FALSE,1.8450656139976527,1
11347,1012100,2,12,1000,12.8828,99,275,168,17673,FALSE,0.20999679931718765,1
11348,1012100,2,6,1750,18.995214050493963,106,483,189,59830,TRUE,2.869470820441694,1
11366,1012100,1,12,750,37.5,91,425,156,14600,FALSE,0.025989544436146372,1
11370,1081600,1,12,500,7.5,32,60,44,466,FALSE,NA,0
11371,1081600,2,12,750,13.590810344827586,70,190,93,7600,FALSE,-0.29788754934386,0
11586,1012100,2,12,750,10.5,116,804,255,105610,TRUE,-0.9012269284113943,0
11588,1012100,2,6,1750,19.49,114,612,230,73755,TRUE,-0.7549237170596393,0
11771,1012100,2,10,600,11.198966144479916,129,1678,415,108549,TRUE,-1.2888402859276646,0
11773,1012100,2,48,200,2.34,114,864,237,519900,TRUE,-2.825008001707031,0
11774,1012100,2,24,375,4.61,129,1737,415,879577,TRUE,2.2232636295743093,1
11776,1012100,2,12,750,7.85,129,1831,428,632159,TRUE,-10.703792809132615,0
11777,1012100,2,12,1000,9.95,123,961,340,492015,TRUE,-2.5374373199615916,0
11786,1012100,2,12,750,7.85,124,1112,340,346117,TRUE,-0.20052811266403503,0
11788,1012100,2,6,1750,15.68,131,1982,441,2365480,TRUE,-21.512562680038407,0
11909,1012100,1,12,375,3.09,39,55,45,7138,FALSE,-1.057249546569935,0
11910,1012100,2,12,750,6.33,47,83,59,12714,FALSE,-0.02427184466019417,0
11912,1012100,2,6,1750,13.08,48,84,58,6259,FALSE,-0.03241758241758241,0
11936,1012100,2,12,750,6.428173460006129,80,277,125,31009,TRUE,-0.12697642163661582,0
11940,1012100,1,12,750,7.5,62,147,87,18256,FALSE,-0.10258721860663608,0
12404,1012100,2,24,375,3.08,99,524,174,137839,TRUE,-1.1544222767523737,0
12406,1012100,2,12,750,6.343600941982444,106,536,207,40267,TRUE,-0.5091539528432732,0
